Reference Number,Property Name,NHL Designated Date,Restricted Address,Category of Property,State,County,City ,Street & Number,External Link,Federal Agencies,Other Names,Park Name
76001666,Philadelphia City Hall,12/8/1976,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,"Penn Sq., Broad and Market Sts.",https://catalog.archives.gov/id/71994311,, Public Buildings,
71000732,Philadelphia Contributionship,12/22/1977,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,212 S. 4th St.,https://catalog.archives.gov/id/71997172,,,
76001667,Philadelphia Savings Fund Society Building,12/8/1976,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,12 S. 19th St.,https://catalog.archives.gov/id/71994293,,,
93001608,Philadelphia School of Design for Women,11/4/1993,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,1346 N. Broad St.,https://catalog.archives.gov/id/71994339,, Moore College of Art;Forrest House;Gaul-Forrest House,
66000694,"Pinchot, Gifford, House",5/23/1963,0,DISTRICT,PENNSYLVANIA,Pike,Milford,W edge of Milford,https://catalog.archives.gov/id/71994243, FOREST SERVICE, Grey Towers;The Pinchot Institute,
66000689,"Poe, Edgar Allan, House, National Historic Site",12/29/1962,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,530--532 N. Seventh St.,https://catalog.archives.gov/id/71997516, NATIONAL PARK SERVICE, Edgar Allen Poe National Historic Landmark;Edgar Allen Poe N,Edgar Allan Poe
66000667,"Powderly, Terence V., House",5/23/1966,0,BUILDING,PENNSYLVANIA,Lackawanna,Scranton,614 N. Main St.,https://catalog.archives.gov/id/71994407,,,
66000673,"Priestley, Joseph, House",1/12/1965,0,BUILDING,PENNSYLVANIA,Northumberland,Northumberland,Priestley Ave.,https://catalog.archives.gov/id/71994251,,,
66000661,"Printzhof, The",11/5/1961,0,SITE,PENNSYLVANIA,Delaware,Essington,Taylor Ave. and 2nd St.,https://catalog.archives.gov/id/71994189,, Governor Printz Park,
93001614,Pulpit Rocks,11/4/1993,0,SITE,PENNSYLVANIA,Huntingdon,Huntingdon,Old Huntingdon--Hollidaysburg Tpk.,https://catalog.archives.gov/id/71994217,,,
75001615,"Quay, Matthew S., House",5/15/1975,0,BUILDING,PENNSYLVANIA,Beaver,Beaver,205 College Ave.,https://catalog.archives.gov/id/71994139,,,
93001610,Race Street Friends Meetinghouse,11/4/1993,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,1515 Cherry St.,https://catalog.archives.gov/id/71994367,,,
72001170,Reading Terminal and Trainshed,12/8/1976,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,1115--1141 Market St.,https://catalog.archives.gov/id/71997152,, Philadelphia and Reading Railroad:Terminal Station and Train,
67000020,Reynolds-Morris House,12/24/1967,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,225 S. 8th St.,https://catalog.archives.gov/id/71994267,,,
92001878,RittenhouseTown Historic District,4/27/1992,0,DISTRICT,PENNSYLVANIA,Philadelphia,Philadelphia,206--210 Lincoln Dr.,https://catalog.archives.gov/id/71994349,,,
11000630,Schaeffer House,7/25/2011,0,BUILDING,PENNSYLVANIA,Lebanon,"Schaefferstown, Heidelberg Township",Intersection of PA 501 & PA 897,,,,
66000665,"Searights Tollhouse, National Road",1/29/1964,0,BUILDING,PENNSYLVANIA,Fayette,Uniontown,W of Uniontown off U.S. 40,https://catalog.archives.gov/id/71994417,,,
87001293,Second Bank of the United States,5/4/1987,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,420 Chestnut St.,https://catalog.archives.gov/id/71994299, NATIONAL PARK SERVICE, Old Custom House;See Also:Independence National Historical P,Independence
67000018,Seventeen-hundred-and-four House,12/24/1967,0,BUILDING,PENNSYLVANIA,Delaware,Dilworthtown,"Oakland Rd., near jct. of U.S. 202 and CR 15199",https://catalog.archives.gov/id/71994175,, William Brinton House,
74001745,Smithfield Street Bridge,5/11/1976,0,STRUCTURE,PENNSYLVANIA,Allegheny,Pittsburgh,Smithfield St. at the Monongahela River,https://catalog.archives.gov/id/71997800,,,
80003620,"South, George W., Memorial Protestant Episcopal Church of the Advocate",6/19/1996,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,18th and Diamond Sts.,https://catalog.archives.gov/id/71997380,,,
77001135,St. Mark's Episcopal Church,12/23/1987,0,BUILDING,PENNSYLVANIA,Carbon,Jim Thorpe,Race and Susquehanna Sts.,https://catalog.archives.gov/id/71995968,,,
82003815,St. Mark's Episcopal Church,2/4/1985,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,1607--27 Locust St.,https://catalog.archives.gov/id/71994285,,,
96000969,St. Peter's Church,6/18/1996,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,Jct. of 3rd and Pine Sts.,https://catalog.archives.gov/id/71994315,, Old St. Peter's Church;See Also:Society Hill Historic Distri,
94001187,Staple Bend Tunnel,4/19/1994,0,STRUCTURE,PENNSYLVANIA,Cambria,Conemaugh Township,Jct. of PA 3035 and Mineral Pt.,https://catalog.archives.gov/id/71994171,, Allegheny Portage Railroad Tunnel,
77001162,"State Capitol Building, Pennsylvania",9/20/2006,0,BUILDING,PENNSYLVANIA,Dauphin,Harrisburg,"Third, Walnut, Commonwealth and North Sts.",https://catalog.archives.gov/id/71995785,, Main Capitol Building,
66000690,Stenton,1/12/1965,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,18th and Courtland Sts.,https://catalog.archives.gov/id/71994317,, James Logan Home;Stenton Mansion,
66000668,Stiegel-Coleman House,11/13/1966,0,BUILDING,PENNSYLVANIA,Lancaster,Brickerville,PA 501 and U.S. 322,https://catalog.archives.gov/id/71994235,, Elizabeth Farms,
66000691,"Sully, Thomas, Residence",12/21/1965,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,530 Spruce St.,https://catalog.archives.gov/id/71994325,,,
71000685,Summerseat,7/17/1971,0,BUILDING,PENNSYLVANIA,Bucks,Morrisville,Clymer St. and Morris Ave.,https://catalog.archives.gov/id/71994249,, George Clymer House;Thomas Barclay House;Summerseat School,
76001672,"Tanner, Henry O., House",5/11/1976,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,2908 W. Diamond St.,https://catalog.archives.gov/id/71994327,,,
71000709,"Taylor, George, House",7/17/1971,0,BUILDING,PENNSYLVANIA,Lehigh,Catasauqua,Front St.,https://catalog.archives.gov/id/71994161,, George Taylor Mansion,
91002052,"Thomas, M. Carey, Library, Bryn Mawr College",7/17/1991,0,BUILDING,PENNSYLVANIA,Montgomery,Bryn Mawr,"Bounded by Morris, Yarrow, Wyndon and New Gulph Rds., Bryn Mawr College campus",https://catalog.archives.gov/id/71994155,,,
72001173,U.S. Naval Home,1/7/1976,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,Gray's Ferry Ave. at 24th St.,https://catalog.archives.gov/id/71997348, DEPARTMENT OF THE NAVY, Naval Asylum,
66000692,U.S.S. OLYMPIA,1/29/1964,0,STRUCTURE,PENNSYLVANIA,Philadelphia,Philadelphia,"Pier 40, at foot of Chestnut St.",https://catalog.archives.gov/id/71994357,,,
74001792,Union Canal Tunnel,4/19/1994,0,STRUCTURE,PENNSYLVANIA,Lebanon,Lebanon,W of Lebanon off PA 72,https://catalog.archives.gov/id/71996213,, Old Tunnel;Old Canal Tunnel,
78002458,USS BECUNA (SS-319),1/14/1986,0,STRUCTURE,PENNSYLVANIA,Philadelphia,Philadelphia,"Penn's Landing, Delaware Ave. & Spruce St.",https://catalog.archives.gov/id/71997470,," USS BECUNA,Penn's Landing",
66000657,Valley Forge National Historical Park,1/20/1961,0,DISTRICT,PENNSYLVANIA,Chester,Norristown,Valley Forge State Park,https://catalog.archives.gov/id/71998462, NATIONAL PARK SERVICE," See Also:Von Steuben, Gen. Frederick, Headquarters;Washingto",Valley Forge
72001108,"Von Steuben, Gen. Frederick, Headquarters",11/28/1972,0,BUILDING,PENNSYLVANIA,Chester,Valley Forge State Park,PA 23,https://catalog.archives.gov/id/71994423, NATIONAL PARK SERVICE,,Valley Forge
100000839,W. A. Young and Sons Foundry and Machine Shop,12/23/2016,0,,PENNSYLVANIA,Greene,Rices Landing,116 Water st.,,,,
89000361,Wagner Free Institute of Science,12/14/1990,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,17th St. and Montgomery Ave.,https://catalog.archives.gov/id/71994341,,,
66000693,Walnut Street Theatre,12/29/1962,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,9th and Walnut Sts.,https://catalog.archives.gov/id/71994385,,,
78002459,"Wanamaker, John, Store",6/2/1978,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,Juniper and Market Sts.,https://catalog.archives.gov/id/71994337,,,
66000650,Washington Crossing State Park,1/1/1961,0,SITE,PENNSYLVANIA,Bucks,Yardley,"Between Yardley and New Hope, on the Delaware River",,,,
73001655,Washington's Headquarters,2/11/1973,0,BUILDING,PENNSYLVANIA,Montgomery,Valley Forge State Park,Valley Creek Rd. near jct. of PA 252 and 23,https://catalog.archives.gov/id/71994425, NATIONAL PARK SERVICE, Isaac Potts House,Valley Forge
73001603,Waynesborough,11/28/1972,0,BUILDING,PENNSYLVANIA,Chester,Paoli,2049 Waynesborough Rd.,https://catalog.archives.gov/id/71995399,, Gen. Anthony Wayne House,
66000646,"Weiser, Conrad, House",10/9/1960,0,BUILDING,PENNSYLVANIA,Berks,Womelsdorf,2 mi. E of Womelsdorf,https://catalog.archives.gov/id/71994433,,,
66000662,"West, Benjamin, Birthplace",12/21/1965,0,BUILDING,PENNSYLVANIA,Delaware,Swarthmore,Swarthmore College campus,https://catalog.archives.gov/id/71994411,,,
67000021,Woodford,12/24/1967,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,East Fairmount Park,https://catalog.archives.gov/id/71994269,,,
67000022,"Woodlands, The",12/24/1967,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,40th St. and Woodland Ave.,https://catalog.archives.gov/id/71994303,,,
98001192,Woodmont,8/5/1998,0,BUILDING,PENNSYLVANIA,Montgomery,Gladwyne,1622 Spring Mill Rd.,https://catalog.archives.gov/id/71994197,, The Mount of the House of Lord,
71000736,Wyck House,12/14/1990,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,6026 Germantown Ave.,https://catalog.archives.gov/id/71997022,,,
97001680,"Wyeth, N.C., House and Studio",12/9/1997,0,DISTRICT,PENNSYLVANIA,Delaware,Chadds Ford Township,Murphy Road,https://catalog.archives.gov/id/71994165,, See also: Chadds Ford Historic District,
92001671,Caguana Ceremonial Ball Courts Site,11/4/1993,0,SITE,PUERTO RICO,Utuado,Utuado,"PR 11, Km. 12.3",https://catalog.archives.gov/id/131518382,, Caguana Site,
84003155,Caparra,4/19/1994,1,SITE,PUERTO RICO,San Juan,Guaynabo,Address Restricted,,, Ruinas de Caparra;Ciudad de Puerto Rico,
11000414,Casa Dra. Concha Melendez Ramirez,2/27/2013,0,BUILDING,PUERTO RICO,San Juan,San Juan,1400 Vila Mayo,https://catalog.archives.gov/id/131518655,, Casa Biblioteca Dra. Concha Melendez Ramirez,
66000951,La Fortaleza,10/9/1960,0,BUILDING,PUERTO RICO,San Juan,San Juan,"Calle Fortaleza, San Juan Island between San Juan Bay and Calle Recinto Oeste",https://catalog.archives.gov/id/131518380,,,
13000284,Old San Juan Historic District/Distrito Historico del Viejo San Juan NHL,2/27/2013,0,DISTRICT,PUERTO RICO,San Juan,San Juan,Western corner of San Juan Islet,,,,
93001593,SS ANTONIO LOPEZ Shipwreck Site and Remains,12/9/1997,1,SITE,PUERTO RICO,Dorado,Dorado,Address Restricted,,,,
76000040,"Aldrich, Nelson W., House",12/8/1976,0,BUILDING,RHODE ISLAND,Providence,Providence,110 Benevolent St.,https://catalog.archives.gov/id/41374775,,,
71000029,"Arcade, The",5/11/1976,0,BUILDING,RHODE ISLAND,Providence,Providence,130 Westminster St. and 65 Weybosset St.,https://catalog.archives.gov/id/41375586,,,
68000006,"Arnold, Eleazer, House",11/24/1968,0,BUILDING,RHODE ISLAND,Providence,Lincoln,Great Rd. (RI 123) near jct. with RI 126,https://catalog.archives.gov/id/41374767,,,
74002054,Battle of Rhode Island Site,5/30/1974,0,SITE,RHODE ISLAND,Newport,Portsmouth,Lehigh Hill and both sides of RI 21 between Medley and Dexter Sts.,https://catalog.archives.gov/id/41374753,, Battle of Rhode Island Historic District,
97001276,"Bell, Isaac, Jr., House",9/25/1997,0,BUILDING,RHODE ISLAND,Newport,Newport,70 Perry St.,https://catalog.archives.gov/id/41374747,, Edna Villa,
72000023,Bellevue Avenue Historic District,5/11/1976,0,DISTRICT,RHODE ISLAND,Newport,Newport,"Roughly bounded Atlantic Ocean, Easton Bay, Coggeshall Ave.,Spring St., and Memorial Blvd.",https://catalog.archives.gov/id/41374731,, Ochre Point/Cliffs Historic District,
97001264,Block Island South East Light,9/25/1997,0,STRUCTURE,RHODE ISLAND,Washington,New Shoreham,South East Light Rd.,,, South East Light;Southeast Light,
71000019,"Breakers, The",10/12/1994,0,BUILDING,RHODE ISLAND,Newport,Newport,Ochre Point Ave.,https://catalog.archives.gov/id/41375090,," Vanderbilt, (Cornelius, II), House",
66000019,Brick Market,10/9/1960,0,BUILDING,RHODE ISLAND,Newport,Newport,Thames St. & Washington Sq.,https://catalog.archives.gov/id/41374727,,,
68000007,"Brown, John, House",11/24/1968,0,BUILDING,RHODE ISLAND,Providence,Providence,52 Power St.,https://catalog.archives.gov/id/41374763,,,
68000002,Chateau-sur-Mer,2/17/2006,0,BUILDING,RHODE ISLAND,Newport,Newport,424 Bellevue Ave.,https://catalog.archives.gov/id/41375056,, Wetmore House,
93000605,Cocumscossoc Archeological Site,4/12/1993,1,SITE,RHODE ISLAND,Washington,Wickford,Address Restricted,,, Smith's Castle;RI-375,
100002746,College Hill Historic District,12/30/1970,0,DISTRICT,RHODE ISLAND,Providence,Providence,"Roughly bounded by Olney, Canal, S Water, Governor, Williams & Hope Sts., Providence R. & Harbor",,, See Also: Nightingale--Brown House,
70000020,Corliss-Carrington House,12/30/1970,0,BUILDING,RHODE ISLAND,Providence,Providence,66 Williams St.,https://catalog.archives.gov/id/41374755,,,
76000045,Crescent Park Carousel,2/27/1987,0,STRUCTURE,RHODE ISLAND,Providence,East Providence,Bullock's Point Ave.,https://catalog.archives.gov/id/41374536,, Crescent Park Looff Carousel and Shelter Building,
71000021,"Elms, The",6/19/1996,0,BUILDING,RHODE ISLAND,Newport,Newport,Bellevue Ave.,https://catalog.archives.gov/id/41375040,, Berwind (Edward J.) House,
66000017,First Baptist Meetinghouse,10/9/1960,0,BUILDING,RHODE ISLAND,Providence,Providence,"N. Main St., between Thomas and Waterman Sts.",https://catalog.archives.gov/id/41374759,,,
92001886,Fleur-de-Lis Studios,10/5/1992,0,BUILDING,RHODE ISLAND,Providence,Providence,7 Thomas St.,https://catalog.archives.gov/id/41374769,, Sydney Burleigh Studio,
80000019,Flying Horse Carousel,2/27/1987,0,BUILDING,RHODE ISLAND,Washington,Westerly,Bay St.,https://catalog.archives.gov/id/41375833,, Watch Hill Carousel,
70000014,Fort Adams,12/8/1976,0,DISTRICT,RHODE ISLAND,Newport,Newport,W of Newport at Fort Adams Rd. and Harrison Ave.,https://catalog.archives.gov/id/41375036, DEPARTMENT OF THE NAVY, Fort Adams Historic District,
71000014,"Greene, Gen. Nathanael, Homestead",11/28/1972,0,BUILDING,RHODE ISLAND,Kent,Coventry,20 Taft St.,https://catalog.archives.gov/id/41374901,,,
71000023,"Griswold, John, House",5/16/2000,0,BUILDING,RHODE ISLAND,Newport,Newport,76 Bellevue Ave,https://catalog.archives.gov/id/41375010,, The Art Association of Newport,
70000022,"Hopkins, Gov. Stephen, House",11/11/1971,0,BUILDING,RHODE ISLAND,Providence,Providence,15 Hopkins St.,https://catalog.archives.gov/id/41375137,, Stephen Hopkins House,
68000003,Hunter House,11/24/1968,0,BUILDING,RHODE ISLAND,Newport,Newport,54 Washington St.,https://catalog.archives.gov/id/41374711,, Nichols--Wanton--Hunter House,
70000023,"Ives, Thomas P., House",12/30/1970,0,BUILDING,RHODE ISLAND,Providence,Providence,66 Power St.,https://catalog.archives.gov/id/41374757,,,
70000024,"King, Edward, House",12/30/1970,0,BUILDING,RHODE ISLAND,Newport,Newport,"Aquidneck Park, Spring St.",https://catalog.archives.gov/id/41375098,, Senior Citizens Center,
73000058,Kingscote,6/19/1996,0,BUILDING,RHODE ISLAND,Newport,Newport,Bellevue Ave. and Bowery St.,https://catalog.archives.gov/id/41374985,,,
72000043,"Lippitt, Gov. Henry, House",5/11/1976,0,BUILDING,RHODE ISLAND,Providence,Providence,199 Hope St.,https://catalog.archives.gov/id/41375239,,,
71000025,Marble House,2/17/2006,0,BUILDING,RHODE ISLAND,Newport,Newport,596 Bellevue Ave.,https://catalog.archives.gov/id/41375076,, Vanderbilt (William K.) House,
70000083,Newport Casino,2/27/1987,0,BUILDING,RHODE ISLAND,Newport,Newport,194 Bellevue Ave.,https://catalog.archives.gov/id/41375102,, Newport Casino National Historic Landmark,
68000001,Newport Historic District,11/24/1968,0,DISTRICT,RHODE ISLAND,Newport,Newport,"Bounded roughly by Van Zandt Ave., Newport Harbor, Thames, Pope, William Sts., Bellevue Ave., Bull, Broadway, Kingston",https://catalog.archives.gov/id/41375046,,,
89001242,Nightingale-Brown House,6/29/1989,0,BUILDING,RHODE ISLAND,Providence,Providence,357 Benefit St.,https://catalog.archives.gov/id/41374773,, See Also: College Hill Historic District,
76000048,Ocean Drive Historic District,5/11/1976,0,DISTRICT,RHODE ISLAND,Newport,Newport,Ocean Dr.,https://catalog.archives.gov/id/41375052, COAST GUARD,,
66000014,Old Colony House,10/9/1960,0,BUILDING,RHODE ISLAND,Newport,Newport,Washington Sq.,https://catalog.archives.gov/id/41374737,, Old Statehouse,
66000001,Old Slater Mill,11/13/1966,0,DISTRICT,RHODE ISLAND,Providence,Pawtucket,Roosevelt Ave.,https://catalog.archives.gov/id/41374777,, Slater Mill Historic Site,
66000015,Redwood Library,10/9/1960,0,BUILDING,RHODE ISLAND,Newport,Newport,50 Bellevue Ave.,https://catalog.archives.gov/id/41374723,,,
72000017,"Reynolds, Joseph, House",7/28/1983,0,BUILDING,RHODE ISLAND,Bristol,Bristol,956 Hope St.,https://catalog.archives.gov/id/41374824,, Willowmere,
70000015,"Sherman, William Watts, House",12/30/1970,0,BUILDING,RHODE ISLAND,Newport,Newport,2 Shepard Ave.,https://catalog.archives.gov/id/41374725,, Baptist Home of Rhode Island,
66000004,"Stuart, Gilbert, Birthplace",12/21/1965,0,BUILDING,RHODE ISLAND,Washington,Saunderstown,Gilbert Stuart Rd.,https://catalog.archives.gov/id/41374786,,,
68000004,Trinity Church,11/24/1968,0,BUILDING,RHODE ISLAND,Newport,Newport,Spring and Church Sts.,https://catalog.archives.gov/id/41374713,,,
71000027,United Congregational Church,10/16/2012,0,BUILDING,RHODE ISLAND,Newport,Newport,73 Pelham St.,https://catalog.archives.gov/id/41375018,,,
66000003,"University Hall, Brown University",6/13/1962,0,BUILDING,RHODE ISLAND,Providence,Providence,Brown University Campus,https://catalog.archives.gov/id/41374707,,,
66000876,US Naval War College,1/29/1964,0,DISTRICT,RHODE ISLAND,Newport,Newport,Coaster's Harbor Island,https://catalog.archives.gov/id/41374751, DEPARTMENT OF THE NAVY, See Also:Luce Hall,
68000005,Vernon House,11/24/1968,0,BUILDING,RHODE ISLAND,Newport,Newport,46 Clarke St.,https://catalog.archives.gov/id/41374715,,,
66000016,Wanton-Lyman-Hazard House,10/9/1960,0,BUILDING,RHODE ISLAND,Newport,Newport,17 Broadway,https://catalog.archives.gov/id/41374719,,,
66000698,"Aiken, William, House and Associated Railroad Structures",11/4/1963,0,DISTRICT,SOUTH CAROLINA,Charleston,Charleston,456 King St.,https://catalog.archives.gov/id/118996830,,,
84002045,Atalaya,10/5/1992,0,BUILDING,SOUTH CAROLINA,Georgetown,Murrells Inlet,Off US 17,https://catalog.archives.gov/id/118996915,, Atalaya Castle;Atalaya and Brookgreen Gardens,
69000159,Beaufort Historic District,11/7/1973,0,DISTRICT,SOUTH CAROLINA,Beaufort,Beaufort,"Bounded by the Beaufort River, Bladen, Hamar, and Boundary Sts.",https://catalog.archives.gov/id/118997132,,,
85003258,Bethesda Presbyterian Church,2/4/1985,0,BUILDING,SOUTH CAROLINA,Kershaw,Camden,502 Dekalb St.,https://catalog.archives.gov/id/118996923,, See Also:City of Camden Historic District,
73001681,"Blacklock, William, House",11/7/1973,0,BUILDING,SOUTH CAROLINA,Charleston,Charleston,18 Bull St.,https://catalog.archives.gov/id/118996832,,,
72001224,Borough House Plantation,6/7/1988,0,BUILDING,SOUTH CAROLINA,Sumter,Stateburg,"Rt. 261, 0.8 mi. N of intersection of Rt. 261 and SC 76/3   78",https://catalog.archives.gov/id/118998610,,,
66000699,"Brewton, Miles, House",10/9/1960,0,BUILDING,SOUTH CAROLINA,Charleston,Charleston,27 King St.,https://catalog.archives.gov/id/118996834,,,
66000700,"Brewton, Robert, House",10/9/1960,0,BUILDING,SOUTH CAROLINA,Charleston,Charleston,71 Church St.,https://catalog.archives.gov/id/118996836,,,
70000580,Brick House Ruin,4/15/1970,0,STRUCTURE,SOUTH CAROLINA,Charleston,Edisto Island,S of Edisto Island,https://catalog.archives.gov/id/118996838,," Brick House Ruins,Edisto Island",
